region,date,type,median,lower_90,upper_90,lower_50,upper_50
England,2020-05-15,estimate,174,147,211,156,181
England,2020-05-16,estimate,167,139,200,149,173
England,2020-05-17,estimate,160,134,191,143,166
England,2020-05-18,estimate,153,128,182,137,158
England,2020-05-19,estimate,146,123,173,131,151
England,2020-05-20,estimate,139,118,165,126,145
England,2020-05-21,estimate,133,112,157,121,138
England,2020-05-22,estimate,126,107,150,116,132
England,2020-05-23,estimate,120,101,142,110,125
England,2020-05-24,estimate,115,98,136,105,119
England,2020-05-25,estimate,109,92,129,101,115
England,2020-05-26,estimate,104,88,124,96,109
England,2020-05-27,estimate,99,82,116,92,104
England,2020-05-28,estimate,95,78,110,88,99
England,2020-05-29,estimate,90,75,105,84,95
England,2020-05-30,estimate,86,73,102,80,90
England,2020-05-31,estimate,82,69,96,77,87
England,2020-06-01,estimate,79,66,92,73,83
England,2020-06-02,estimate,75,63,88,70,79
England,2020-06-03,estimate,72,60,83,67,76
England,2020-06-04,estimate,68,58,80,64,72
England,2020-06-05,estimate,65,55,76,63,71
England,2020-06-06,estimate,63,53,73,59,67
England,2020-06-07,estimate,60,50,70,56,63
England,2020-06-08,estimate,57,48,66,54,61
England,2020-06-09,estimate,55,46,64,51,58
England,2020-06-10,estimate,52,44,61,50,56
England,2020-06-11,estimate,50,43,58,47,54
England,2020-06-12,estimate,48,41,56,45,51
England,2020-06-13,estimate,46,39,53,43,48
England,2020-06-14,estimate,44,36,50,41,47
England,2020-06-15,estimate,42,35,49,40,45
England,2020-06-16,estimate,40,33,46,38,43
England,2020-06-17,estimate,39,32,44,36,41
England,2020-06-18,estimate,37,31,43,35,40
England,2020-06-19,estimate,35,29,41,33,38
England,2020-06-20,estimate,34,28,39,32,36
England,2020-06-21,estimate,32,27,38,30,35
England,2020-06-22,estimate,31,26,36,29,33
England,2020-06-23,estimate,30,25,35,28,32
England,2020-06-24,estimate,28,24,33,26,30
England,2020-06-25,estimate,27,23,32,25,29
England,2020-06-26,estimate,26,22,31,24,28
England,2020-06-27,estimate,25,21,29,23,27
England,2020-06-28,estimate,24,20,28,22,26
England,2020-06-29,estimate,23,19,27,21,25
England,2020-06-30,estimate,22,18,26,20,24
England,2020-07-01,estimate,21,17,25,20,23
England,2020-07-02,estimate,20,16,24,19,22
England,2020-07-03,estimate,19,16,23,18,21
England,2020-07-04,estimate,19,15,22,17,20
England,2020-07-05,estimate,18,14,21,16,19
England,2020-07-06,estimate,17,14,21,16,19
England,2020-07-07,estimate,17,13,20,15,18
England,2020-07-08,estimate,16,13,19,15,17
England,2020-07-09,estimate,15,12,18,14,17
England,2020-07-10,estimate,15,12,18,14,16
England,2020-07-11,estimate,14,11,17,13,16
England,2020-07-12,estimate,14,11,17,13,15
England,2020-07-13,estimate,14,11,16,12,14
England,2020-07-14,estimate,13,10,16,12,14
England,2020-07-15,estimate,13,10,15,12,14
England,2020-07-16,estimate,12,10,15,11,13
England,2020-07-17,estimate,12,9,14,11,13
England,2020-07-18,estimate,12,9,14,10,12
England,2020-07-19,estimate,11,9,13,10,12
England,2020-07-20,estimate,11,9,13,10,12
England,2020-07-21,estimate,11,9,13,10,12
England,2020-07-22,estimate,10,8,12,10,11
England,2020-07-23,estimate,10,8,12,9,11
England,2020-07-24,estimate,10,8,12,9,10
England,2020-07-25,estimate,9,8,12,9,10
England,2020-07-26,estimate,9,8,11,8,10
England,2020-07-27,estimate,9,7,11,8,10
England,2020-07-28,estimate,9,7,11,8,9
England,2020-07-29,estimate,9,7,11,8,9
England,2020-07-30,estimate,8,6,10,8,9
England,2020-07-31,estimate,8,6,10,7,9
England,2020-08-01,estimate,8,6,10,7,9
England,2020-08-02,estimate,8,6,10,7,8
England,2020-08-03,estimate based on partial data,8,6,10,6,8
England,2020-08-04,estimate based on partial data,7,5,10,6,8
England,2020-08-05,estimate based on partial data,7,5,10,6,8
England,2020-08-06,estimate based on partial data,7,5,10,5,7
England,2020-08-07,estimate based on partial data,7,5,10,5,7
England,2020-08-08,estimate based on partial data,7,4,9,5,7
England,2020-08-09,estimate based on partial data,6,4,10,5,7
England,2020-08-10,estimate based on partial data,6,4,9,5,7
England,2020-08-11,estimate based on partial data,6,4,9,5,7
England,2020-08-12,estimate based on partial data,6,3,9,4,6
England,2020-08-13,estimate based on partial data,6,3,10,4,6
England,2020-08-14,estimate based on partial data,6,3,10,4,6
England,2020-08-15,estimate based on partial data,5,3,10,3,6
England,2020-08-16,estimate based on partial data,5,2,10,3,6
England,2020-08-17,estimate based on partial data,5,2,10,3,6
England,2020-08-18,estimate based on partial data,5,2,10,3,6
England,2020-08-19,estimate based on partial data,5,2,10,3,5
England,2020-08-20,estimate based on partial data,5,2,10,3,5
Northern Ireland,2020-05-15,estimate,2,2,3,2,2
Northern Ireland,2020-05-16,estimate,2,1,3,2,2
Northern Ireland,2020-05-17,estimate,2,1,3,2,2
Northern Ireland,2020-05-18,estimate,2,1,2,2,2
Northern Ireland,2020-05-19,estimate,2,1,2,2,2
Northern Ireland,2020-05-20,estimate,2,1,2,1,2
Northern Ireland,2020-05-21,estimate,2,1,2,1,2
Northern Ireland,2020-05-22,estimate,1,1,2,1,2
Northern Ireland,2020-05-23,estimate,1,1,2,1,2
Northern Ireland,2020-05-24,estimate,1,1,2,1,1
Northern Ireland,2020-05-25,estimate,1,1,2,1,1
Northern Ireland,2020-05-26,estimate,1,1,2,1,1
Northern Ireland,2020-05-27,estimate,1,1,1,1,1
Northern Ireland,2020-05-28,estimate,1,1,1,1,1
Northern Ireland,2020-05-29,estimate,1,1,1,1,1
Northern Ireland,2020-05-30,estimate,1,1,1,1,1
Northern Ireland,2020-05-31,estimate,1,0,1,1,1
Northern Ireland,2020-06-01,estimate,1,0,1,1,1
Northern Ireland,2020-06-02,estimate,1,0,1,1,1
Northern Ireland,2020-06-03,estimate,1,0,1,1,1
Northern Ireland,2020-06-04,estimate,1,0,1,1,1
Northern Ireland,2020-06-05,estimate,1,0,1,1,1
Northern Ireland,2020-06-06,estimate,1,0,1,0,1
Northern Ireland,2020-06-07,estimate,1,0,1,0,1
Northern Ireland,2020-06-08,estimate,1,0,1,0,1
Northern Ireland,2020-06-09,estimate,1,0,1,0,1
Northern Ireland,2020-06-10,estimate,1,0,1,0,1
Northern Ireland,2020-06-11,estimate,0,0,1,0,1
Northern Ireland,2020-06-12,estimate,0,0,1,0,1
Northern Ireland,2020-06-13,estimate,0,0,1,0,1
Northern Ireland,2020-06-14,estimate,0,0,1,0,0
Northern Ireland,2020-06-15,estimate,0,0,1,0,0
Northern Ireland,2020-06-16,estimate,0,0,1,0,0
Northern Ireland,2020-06-17,estimate,0,0,1,0,0
Northern Ireland,2020-06-18,estimate,0,0,1,0,0
Northern Ireland,2020-06-19,estimate,0,0,0,0,0
Northern Ireland,2020-06-20,estimate,0,0,0,0,0
Northern Ireland,2020-06-21,estimate,0,0,0,0,0
Northern Ireland,2020-06-22,estimate,0,0,0,0,0
Northern Ireland,2020-06-23,estimate,0,0,0,0,0
Northern Ireland,2020-06-24,estimate,0,0,0,0,0
Northern Ireland,2020-06-25,estimate,0,0,0,0,0
Northern Ireland,2020-06-26,estimate,0,0,0,0,0
Northern Ireland,2020-06-27,estimate,0,0,0,0,0
Northern Ireland,2020-06-28,estimate,0,0,0,0,0
Northern Ireland,2020-06-29,estimate,0,0,0,0,0
Northern Ireland,2020-06-30,estimate,0,0,0,0,0
Northern Ireland,2020-07-01,estimate,0,0,0,0,0
Northern Ireland,2020-07-02,estimate,0,0,0,0,0
Northern Ireland,2020-07-03,estimate,0,0,0,0,0
Northern Ireland,2020-07-04,estimate,0,0,0,0,0
Northern Ireland,2020-07-05,estimate,0,0,0,0,0
Northern Ireland,2020-07-06,estimate,0,0,0,0,0
Northern Ireland,2020-07-07,estimate,0,0,0,0,0
Northern Ireland,2020-07-08,estimate,0,0,0,0,0
Northern Ireland,2020-07-09,estimate,0,0,0,0,0
Northern Ireland,2020-07-10,estimate,0,0,0,0,0
Northern Ireland,2020-07-11,estimate,0,0,0,0,0
Northern Ireland,2020-07-12,estimate,0,0,0,0,0
Northern Ireland,2020-07-13,estimate,0,0,0,0,0
Northern Ireland,2020-07-14,estimate,0,0,0,0,0
Northern Ireland,2020-07-15,estimate,0,0,0,0,0
Northern Ireland,2020-07-16,estimate,0,0,0,0,0
Northern Ireland,2020-07-17,estimate,0,0,0,0,0
Northern Ireland,2020-07-18,estimate,0,0,0,0,0
Northern Ireland,2020-07-19,estimate,0,0,0,0,0
Northern Ireland,2020-07-20,estimate,0,0,0,0,0
Northern Ireland,2020-07-21,estimate,0,0,0,0,0
Northern Ireland,2020-07-22,estimate,0,0,0,0,0
Northern Ireland,2020-07-23,estimate,0,0,0,0,0
Northern Ireland,2020-07-24,estimate,0,0,0,0,0
Northern Ireland,2020-07-25,estimate,0,0,0,0,0
Northern Ireland,2020-07-26,estimate,0,0,0,0,0
Northern Ireland,2020-07-27,estimate,0,0,0,0,0
Northern Ireland,2020-07-28,estimate,0,0,0,0,0
Northern Ireland,2020-07-29,estimate,0,0,0,0,0
Northern Ireland,2020-07-30,estimate,0,0,0,0,0
Northern Ireland,2020-07-31,estimate,0,0,0,0,0
Northern Ireland,2020-08-01,estimate,0,0,0,0,0
Northern Ireland,2020-08-02,estimate,0,0,0,0,0
Northern Ireland,2020-08-03,estimate based on partial data,0,0,0,0,0
Northern Ireland,2020-08-04,estimate based on partial data,0,0,0,0,0
Northern Ireland,2020-08-05,estimate based on partial data,0,0,0,0,0
Northern Ireland,2020-08-06,estimate based on partial data,0,0,0,0,0
Northern Ireland,2020-08-07,estimate based on partial data,0,0,0,0,0
Northern Ireland,2020-08-08,estimate based on partial data,0,0,0,0,0
Northern Ireland,2020-08-09,estimate based on partial data,0,0,0,0,0
Northern Ireland,2020-08-10,estimate based on partial data,0,0,0,0,0
Northern Ireland,2020-08-11,estimate based on partial data,0,0,0,0,0
Northern Ireland,2020-08-12,estimate based on partial data,0,0,0,0,0
Northern Ireland,2020-08-13,estimate based on partial data,0,0,0,0,0
Northern Ireland,2020-08-14,estimate based on partial data,0,0,0,0,0
Northern Ireland,2020-08-15,estimate based on partial data,0,0,1,0,0
Northern Ireland,2020-08-16,estimate based on partial data,0,0,1,0,0
Northern Ireland,2020-08-17,estimate based on partial data,0,0,1,0,0
Northern Ireland,2020-08-18,estimate based on partial data,0,0,1,0,0
Northern Ireland,2020-08-19,estimate based on partial data,0,0,1,0,0
Northern Ireland,2020-08-20,estimate based on partial data,0,0,1,0,0
Scotland,2020-05-15,estimate,13,9,17,12,14
Scotland,2020-05-16,estimate,12,9,15,10,13
Scotland,2020-05-17,estimate,11,8,14,10,12
Scotland,2020-05-18,estimate,10,7,13,9,11
Scotland,2020-05-19,estimate,9,6,12,8,10
Scotland,2020-05-20,estimate,8,6,11,8,10
Scotland,2020-05-21,estimate,8,5,10,7,9
Scotland,2020-05-22,estimate,7,5,9,6,8
Scotland,2020-05-23,estimate,7,5,9,6,7
Scotland,2020-05-24,estimate,6,4,8,5,7
Scotland,2020-05-25,estimate,6,4,7,5,6
Scotland,2020-05-26,estimate,5,4,7,4,6
Scotland,2020-05-27,estimate,5,3,6,4,5
Scotland,2020-05-28,estimate,4,3,6,4,5
Scotland,2020-05-29,estimate,4,3,5,3,4
Scotland,2020-05-30,estimate,4,2,5,3,4
Scotland,2020-05-31,estimate,3,2,5,3,4
Scotland,2020-06-01,estimate,3,2,4,3,3
Scotland,2020-06-02,estimate,3,2,4,2,3
Scotland,2020-06-03,estimate,3,2,4,2,3
Scotland,2020-06-04,estimate,2,2,3,2,3
Scotland,2020-06-05,estimate,2,1,3,2,2
Scotland,2020-06-06,estimate,2,1,3,2,2
Scotland,2020-06-07,estimate,2,1,2,1,2
Scotland,2020-06-08,estimate,2,1,2,1,2
Scotland,2020-06-09,estimate,1,1,2,1,2
Scotland,2020-06-10,estimate,1,1,2,1,1
Scotland,2020-06-11,estimate,1,1,2,1,1
Scotland,2020-06-12,estimate,1,1,1,1,1
Scotland,2020-06-13,estimate,1,0,1,1,1
Scotland,2020-06-14,estimate,1,0,1,1,1
Scotland,2020-06-15,estimate,1,0,1,1,1
Scotland,2020-06-16,estimate,1,0,1,0,1
Scotland,2020-06-17,estimate,1,0,1,0,1
Scotland,2020-06-18,estimate,0,0,1,0,1
Scotland,2020-06-19,estimate,0,0,1,0,1
Scotland,2020-06-20,estimate,0,0,1,0,0
Scotland,2020-06-21,estimate,0,0,1,0,0
Scotland,2020-06-22,estimate,0,0,1,0,0
Scotland,2020-06-23,estimate,0,0,1,0,0
Scotland,2020-06-24,estimate,0,0,0,0,0
Scotland,2020-06-25,estimate,0,0,0,0,0
Scotland,2020-06-26,estimate,0,0,0,0,0
Scotland,2020-06-27,estimate,0,0,0,0,0
Scotland,2020-06-28,estimate,0,0,0,0,0
Scotland,2020-06-29,estimate,0,0,0,0,0
Scotland,2020-06-30,estimate,0,0,0,0,0
Scotland,2020-07-01,estimate,0,0,0,0,0
Scotland,2020-07-02,estimate,0,0,0,0,0
Scotland,2020-07-03,estimate,0,0,0,0,0
Scotland,2020-07-04,estimate,0,0,0,0,0
Scotland,2020-07-05,estimate,0,0,0,0,0
Scotland,2020-07-06,estimate,0,0,0,0,0
Scotland,2020-07-07,estimate,0,0,0,0,0
Scotland,2020-07-08,estimate,0,0,0,0,0
Scotland,2020-07-09,estimate,0,0,0,0,0
Scotland,2020-07-10,estimate,0,0,0,0,0
Scotland,2020-07-11,estimate,0,0,0,0,0
Scotland,2020-07-12,estimate,0,0,0,0,0
Scotland,2020-07-13,estimate,0,0,0,0,0
Scotland,2020-07-14,estimate,0,0,0,0,0
Scotland,2020-07-15,estimate,0,0,0,0,0
Scotland,2020-07-16,estimate,0,0,0,0,0
Scotland,2020-07-17,estimate,0,0,0,0,0
Scotland,2020-07-18,estimate,0,0,0,0,0
Scotland,2020-07-19,estimate,0,0,0,0,0
Scotland,2020-07-20,estimate,0,0,0,0,0
Scotland,2020-07-21,estimate,0,0,0,0,0
Scotland,2020-07-22,estimate,0,0,0,0,0
Scotland,2020-07-23,estimate,0,0,0,0,0
Scotland,2020-07-24,estimate,0,0,0,0,0
Scotland,2020-07-25,estimate,0,0,0,0,0
Scotland,2020-07-26,estimate,0,0,0,0,0
Scotland,2020-07-27,estimate,0,0,0,0,0
Scotland,2020-07-28,estimate,0,0,0,0,0
Scotland,2020-07-29,estimate,0,0,0,0,0
Scotland,2020-07-30,estimate,0,0,0,0,0
Scotland,2020-07-31,estimate,0,0,0,0,0
Scotland,2020-08-01,estimate,0,0,0,0,0
Scotland,2020-08-02,estimate,0,0,0,0,0
Scotland,2020-08-03,estimate based on partial data,0,0,0,0,0
Scotland,2020-08-04,estimate based on partial data,0,0,0,0,0
Scotland,2020-08-05,estimate based on partial data,0,0,0,0,0
Scotland,2020-08-06,estimate based on partial data,0,0,0,0,0
Scotland,2020-08-07,estimate based on partial data,0,0,0,0,0
Scotland,2020-08-08,estimate based on partial data,0,0,0,0,0
Scotland,2020-08-09,estimate based on partial data,0,0,0,0,0
Scotland,2020-08-10,estimate based on partial data,0,0,0,0,0
Scotland,2020-08-11,estimate based on partial data,0,0,0,0,0
Scotland,2020-08-12,estimate based on partial data,0,0,0,0,0
Scotland,2020-08-13,estimate based on partial data,0,0,0,0,0
Scotland,2020-08-14,estimate based on partial data,0,0,0,0,0
Scotland,2020-08-15,estimate based on partial data,0,0,0,0,0
Scotland,2020-08-16,estimate based on partial data,0,0,0,0,0
Scotland,2020-08-17,estimate based on partial data,0,0,0,0,0
Scotland,2020-08-18,estimate based on partial data,0,0,0,0,0
Scotland,2020-08-19,estimate based on partial data,0,0,1,0,0
Scotland,2020-08-20,estimate based on partial data,0,0,1,0,0
Wales,2020-05-15,estimate,9,7,13,8,10
Wales,2020-05-16,estimate,9,7,12,8,10
Wales,2020-05-17,estimate,9,6,12,8,10
Wales,2020-05-18,estimate,9,6,11,8,10
Wales,2020-05-19,estimate,9,6,11,7,9
Wales,2020-05-20,estimate,8,6,11,7,9
Wales,2020-05-21,estimate,8,6,11,7,9
Wales,2020-05-22,estimate,8,6,11,7,9
Wales,2020-05-23,estimate,8,6,11,7,8
Wales,2020-05-24,estimate,8,5,10,6,8
Wales,2020-05-25,estimate,7,5,10,6,8
Wales,2020-05-26,estimate,7,5,10,6,8
Wales,2020-05-27,estimate,7,5,10,6,7
Wales,2020-05-28,estimate,7,5,9,6,7
Wales,2020-05-29,estimate,7,5,9,5,7
Wales,2020-05-30,estimate,6,4,9,5,7
Wales,2020-05-31,estimate,6,4,8,5,7
Wales,2020-06-01,estimate,6,4,8,5,6
Wales,2020-06-02,estimate,6,4,8,5,6
Wales,2020-06-03,estimate,5,4,8,5,6
Wales,2020-06-04,estimate,5,3,7,4,6
Wales,2020-06-05,estimate,5,3,7,4,6
Wales,2020-06-06,estimate,5,3,7,4,5
Wales,2020-06-07,estimate,5,3,6,4,5
Wales,2020-06-08,estimate,4,3,6,4,5
Wales,2020-06-09,estimate,4,3,6,4,5
Wales,2020-06-10,estimate,4,3,6,3,4
Wales,2020-06-11,estimate,4,3,5,3,4
Wales,2020-06-12,estimate,4,2,5,3,4
Wales,2020-06-13,estimate,4,2,5,3,4
Wales,2020-06-14,estimate,3,2,5,3,4
Wales,2020-06-15,estimate,3,2,4,3,4
Wales,2020-06-16,estimate,3,2,4,3,3
Wales,2020-06-17,estimate,3,2,4,2,3
Wales,2020-06-18,estimate,3,2,4,2,3
Wales,2020-06-19,estimate,3,1,3,2,3
Wales,2020-06-20,estimate,2,1,3,2,3
Wales,2020-06-21,estimate,2,1,3,2,3
Wales,2020-06-22,estimate,2,1,3,2,3
Wales,2020-06-23,estimate,2,1,3,2,2
Wales,2020-06-24,estimate,2,1,3,1,2
Wales,2020-06-25,estimate,2,1,3,1,2
Wales,2020-06-26,estimate,1,1,3,1,2
Wales,2020-06-27,estimate,1,1,2,1,2
Wales,2020-06-28,estimate,1,0,2,1,1
Wales,2020-06-29,estimate,1,0,2,1,1
Wales,2020-06-30,estimate,1,0,2,1,1
Wales,2020-07-01,estimate,1,0,2,0,1
Wales,2020-07-02,estimate,1,0,2,0,1
Wales,2020-07-03,estimate,1,0,2,0,1
Wales,2020-07-04,estimate,1,0,2,0,1
Wales,2020-07-05,estimate,1,0,2,0,1
Wales,2020-07-06,estimate,1,0,2,0,1
Wales,2020-07-07,estimate,1,0,2,0,1
Wales,2020-07-08,estimate,1,0,2,0,1
Wales,2020-07-09,estimate,1,0,2,0,1
Wales,2020-07-10,estimate,1,0,2,1,1
Wales,2020-07-11,estimate,1,0,2,1,1
Wales,2020-07-12,estimate,1,0,2,1,1
Wales,2020-07-13,estimate,1,0,2,1,1
Wales,2020-07-14,estimate,1,0,2,1,1
Wales,2020-07-15,estimate,1,1,2,1,1
Wales,2020-07-16,estimate,1,1,2,1,1
Wales,2020-07-17,estimate,1,1,2,1,2
Wales,2020-07-18,estimate,1,1,2,1,1
Wales,2020-07-19,estimate,1,1,2,1,1
Wales,2020-07-20,estimate,1,1,2,1,2
Wales,2020-07-21,estimate,2,1,3,1,2
Wales,2020-07-22,estimate,2,1,3,1,2
Wales,2020-07-23,estimate,2,1,3,1,2
Wales,2020-07-24,estimate,2,1,3,1,2
Wales,2020-07-25,estimate,2,1,3,1,2
Wales,2020-07-26,estimate,2,1,3,1,2
Wales,2020-07-27,estimate,2,1,3,1,2
Wales,2020-07-28,estimate,2,1,3,1,2
Wales,2020-07-29,estimate,1,1,3,1,2
Wales,2020-07-30,estimate,1,1,2,1,2
Wales,2020-07-31,estimate,1,1,2,1,1
Wales,2020-08-01,estimate,1,1,2,1,1
Wales,2020-08-02,estimate,1,0,2,1,1
Wales,2020-08-03,estimate based on partial data,1,0,2,1,1
Wales,2020-08-04,estimate based on partial data,1,0,2,1,1
Wales,2020-08-05,estimate based on partial data,1,0,2,1,1
Wales,2020-08-06,estimate based on partial data,1,0,1,0,1
Wales,2020-08-07,estimate based on partial data,1,0,1,0,1
Wales,2020-08-08,estimate based on partial data,1,0,1,0,1
Wales,2020-08-09,estimate based on partial data,1,0,1,0,1
Wales,2020-08-10,estimate based on partial data,1,0,1,0,1
Wales,2020-08-11,estimate based on partial data,1,0,1,0,1
Wales,2020-08-12,estimate based on partial data,0,0,1,0,0
Wales,2020-08-13,estimate based on partial data,0,0,1,0,0
Wales,2020-08-14,estimate based on partial data,0,0,1,0,0
Wales,2020-08-15,estimate based on partial data,0,0,1,0,0
Wales,2020-08-16,estimate based on partial data,0,0,1,0,0
Wales,2020-08-17,estimate based on partial data,0,0,1,0,0
Wales,2020-08-18,estimate based on partial data,0,0,1,0,0
Wales,2020-08-19,estimate based on partial data,0,0,1,0,0
Wales,2020-08-20,estimate based on partial data,0,0,1,0,0
